;Talhao;Plantio;IdParcela;AreaParc;DataPlantio;DataColeta;Linha;Arvore;Fuste;Cap;Ht;Categoria1;CoordenadaX;CoordenadaY;DAP;lnHt;1/dap;Label;Hest
393;T-7;P-7;IFC_12_016;400;01/06/2010;26/09/2018;4;2;1;49;28.1;NORMAL;-539763736;-2050202237;15.59718442;3.335769576;0.064114136;3.30886412;28.10
395;T-7;P-7;IFC_12_015;400;01/06/2010;26/09/2018;7;1;1;52;;NORMAL;-5397437435;-2050204247;16.55211408;;0.060415243;3.293000285;26.92
396;T-7;P-7;IFC_12_015;400;01/06/2010;26/09/2018;6;6;1;42.3;;NORMAL;-5397437435;-2050204247;13.46450819;;0.07426933;3.235031446;25.41
397;T-7;P-7;IFC_12_015;400;01/06/2010;26/09/2018;6;5;1;45.9;;NORMAL;-5397437435;-2050204247;14.61042378;;0.068444284;3.248446473;25.75
398;T-7;P-7;IFC_12_015;400;01/06/2010;26/09/2018;3;2;1;43.6;;NORMAL;-5397437435;-2050204247;13.87831104;;0.072054877;3.253349539;25.88
399;T-7;P-7;IFC_12_015;400;01/06/2010;26/09/2018;3;3;1;54.4;;NORMAL;-5397437435;-2050204247;17.31605781;;0.057749865;3.340417381;28.23
400;T-7;P-7;IFC_12_015;400;01/06/2010;26/09/2018;3;4;1;46.6;;NORMAL;-5397437435;-2050204247;14.8332407;;0.067416151;3.256766282;25.97
401;T-7;P-7;IFC_12_015;400;01/06/2010;26/09/2018;3;5;1;40.6;;NORMAL;-5397437435;-2050204247;12.92338138;;0.077379129;3.23535407;25.42
402;T-7;P-7;IFC_12_015;400;01/06/2010;26/09/2018;3;6;1;42.4;;NORMAL;-5397437435;-2050204247;13.49633917;;0.074094166;3.237889869;25.48
403;T-7;P-7;IFC_12_015;400;01/06/2010;26/09/2018;4;1;1;56;28.5;DOMINANTE;-5397437435;-2050204247;17.82535363;3.349904087;0.056099869;3.313041936;28.50
404;T-7;P-7;IFC_12_015;400;01/06/2010;26/09/2018;4;2;1;49.6;28.1;NORMAL;-5397437435;-2050204247;15.78817035;3.335769576;0.063338562;3.309925171;28.10
405;T-7;P-7;IFC_12_015;400;01/06/2010;26/09/2018;4;3;1;55.8;25.8;DOMINANTE;-5397437435;-2050204247;17.76169165;3.250374492;0.056300944;3.31024376;25.80
406;T-7;P-7;IFC_12_015;400;01/06/2010;26/09/2018;4;4;1;50;28.2;NORMAL;-5397437435;-2050204247;15.91549431;3.339321978;0.062831853;3.310073048;28.20
407;T-7;P-7;IFC_12_015;400;01/06/2010;26/09/2018;4;5;1;53.6;27.8;NORMAL;-5397437435;-2050204247;17.0614099;3.325036021;0.058611803;3.32265065;27.80
408;T-7;P-7;IFC_12_015;400;01/06/2010;26/09/2018;4;6;1;50.5;26.8;NORMAL;-5397437435;-2050204247;16.07464925;3.288401888;0.062209756;3.299581439;26.80
409;T-7;P-7;IFC_12_015;400;01/06/2010;26/09/2018;4;7;1;57;26.2;DOMINANTE;-5397437435;-2050204247;18.14366351;3.265759411;0.055115661;3.310129573;26.20
410;T-7;P-7;IFC_12_015;400;01/06/2010;26/09/2018;5;1;1;55.5;29.7;NORMAL;-5397437435;-2050204247;17.66619868;3.391147046;0.056605273;3.334969547;29.70
411;T-7;P-7;IFC_12_015;400;01/06/2010;26/09/2018;5;2;1;43;24.6;NORMAL;-5397437435;-2050204247;13.68732511;3.202746443;0.073060294;3.237929857;24.60
412;T-7;P-7;IFC_12_015;400;01/06/2010;26/09/2018;5;3;1;52.5;25.4;NORMAL;-5397437435;-2050204247;16.71126902;3.234749174;0.05983986;3.284038549;25.40
413;T-7;P-7;IFC_12_015;400;01/06/2010;26/09/2018;5;4;1;53.3;24.4;NORMAL;-5397437435;-2050204247;16.96591693;3.194583132;0.058941701;3.285566296;24.40
414;T-7;P-7;IFC_12_015;400;01/06/2010;26/09/2018;5;5;1;50.4;26.4;NORMAL;-5397437435;-2050204247;16.04281826;3.27336401;0.062333188;3.305686372;26.40
415;T-7;P-7;IFC_12_015;400;01/06/2010;26/09/2018;5;6;1;39.9;26.5;NORMAL;-5397437435;-2050204247;12.70056446;3.277144733;0.078736658;3.238291098;26.50
416;T-7;P-7;IFC_12_015;400;01/06/2010;26/09/2018;5;7;1;42;22.7;NORMAL;-5397437435;-2050204247;13.36901522;3.122364924;0.074799825;3.226319654;22.70
417;T-7;P-7;IFC_12_015;400;01/06/2010;26/09/2018;6;1;1;52.5;27.3;NORMAL;-5397437435;-2050204247;16.71126902;3.306886702;0.05983986;3.284038549;27.30
418;T-7;P-7;IFC_12_015;400;01/06/2010;26/09/2018;6;2;1;57.4;28.1;DOMINANTE;-5397437435;-2050204247;18.27098747;3.335769576;0.054731579;3.314762595;28.10
419;T-7;P-7;IFC_12_015;400;01/06/2010;26/09/2018;6;3;1;49;;NORMAL;-5397437435;-2050204247;15.59718442;;0.064114136;3.299975871;27.11
420;T-7;P-7;IFC_12_015;400;01/06/2010;26/09/2018;6;4;1;45;;NORMAL;-5397437435;-2050204247;14.32394488;;0.06981317;3.240254859;25.54
421;T-7;P-7;IFC_12_015;400;01/06/2010;26/09/2018;2;6;1;54;;NORMAL;-5397437435;-2050204247;17.18873385;;0.058177642;3.337301935;28.14
422;T-6;P-6;IFC_12_005;400;01/05/2010;26/09/2018;2;2;1;57.2;;NORMAL;-5397621603;-2049648113;18.20732549;;0.054922948;3.424256929;30.70
423;T-6;P-6;IFC_12_005;400;01/05/2010;26/09/2018;2;1;1;51.6;;NORMAL;-5397621603;-2049648113;16.42479013;;0.060883579;3.42011695;30.57
424;T-6;P-6;IFC_12_005;400;01/05/2010;26/09/2018;1;4;1;55.3;;NORMAL;-5397621603;-2049648113;17.60253671;;0.056809994;3.420150975;30.57
425;T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;2;2;1;39.1;;NORMAL;-5397725337;-2050647479;12.44591655;;0.080347638;3.169856769;23.80
426;T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;2;3;1;51.6;;NORMAL;-5397725337;-2050647479;16.42479013;;0.060883579;3.33321019;28.03
427;T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;2;4;1;52.8;;NORMAL;-5397725337;-2050647479;16.80676199;;0.059499861;3.331347113;27.98
428;T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;2;5;1;37;;TORTUOSA;-5397725337;-2050647479;11.77746579;;0.08490791;3.139873564;23.10
429;T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;2;6;1;55;;NORMAL;-5397725337;-2050647479;17.50704374;;0.057119866;3.318637892;27.62
430;T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;3;1;1;42.8;;NORMAL;-5397725337;-2050647479;13.62366313;;0.073401698;3.232734841;25.35
431;T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;3;2;1;51.5;;NORMAL;-5397725337;-2050647479;16.39295914;;0.061001799;3.33321019;28.03
432;T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;3;3;1;58.2;;NORMAL;-5397725337;-2050647479;18.52563538;;0.053979255;3.341598432;28.26
433;T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;3;4;1;47.3;;NORMAL;-5397725337;-2050647479;15.05605762;;0.066418449;3.28642871;26.75
434;T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;3;5;1;56.3;;NORMAL;-5397725337;-2050647479;17.92084659;;0.055800935;3.331628254;27.98
435;T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;2;1;1;52.2;;NORMAL;-5397725337;-2050647479;16.61577606;;0.060183767;3.331003942;27.97
436;T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;3;6;1;57.9;;NORMAL;-5397725337;-2050647479;18.43014241;;0.05425894;3.341700697;28.27
437;T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;4;2;1;58.5;30.2;NORMAL;-5397725337;-2050647479;18.62112834;3.407841924;0.053702439;3.367065684;30.20
438;T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;4;3;1;59.4;27.2;DOMINANTE;-5397725337;-2050647479;18.90760724;3.303216973;0.052888765;3.342007824;27.20
439;T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;4;4;1;54.2;26.6;NORMAL;-5397725337;-2050647479;17.25239583;3.280911216;0.057962964;3.327547568;26.60
440;T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;4;5;1;59.8;28.2;DOMINANTE;-5397725337;-2050647479;19.03493119;3.339321978;0.052534994;3.34959718;28.20
441;T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;4;6;1;51;28.6;NORMAL;-5397725337;-2050647479;16.2338042;3.353406718;0.061599856;3.332423541;28.60
442;T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;4;7;1;59;27.6;NORMAL;-5397725337;-2050647479;18.78028328;3.317815773;0.053247333;3.343487836;27.60
443;T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;5;1;1;61.8;29;DOMINANTE;-5397725337;-2050647479;19.67155097;3.36729583;0.050834833;3.362246936;29.00
444;T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;5;2;1;59.2;30;DOMINANTE;-5397725337;-2050647479;18.84394526;3.401197382;0.053067443;3.343158357;30.00
445;T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;5;3;1;57.9;28.7;NORMAL;-5397725337;-2050647479;18.43014241;3.356897123;0.05425894;3.341700697;28.70
446;T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;5;4;1;54.6;29.1;NORMAL;-5397725337;-2050647479;17.37971979;3.370738174;0.057538327;3.333033542;29.10
447;T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;4;1;1;44;24.5;NORMAL;-5397725337;-2050647479;14.00563499;3.198673118;0.071399833;3.227610333;24.50
448;T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;1;4;1;54.3;;NORMAL;-5397725337;-2050647479;17.28422682;;0.057856218;3.333711574;28.04
449;T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;1;3;1;55.8;;NORMAL;-5397725337;-2050647479;17.76169165;;0.056300944;3.317333547;27.59
450;T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;1;2;1;33.2;;NORMAL;-5397725337;-2050647479;10.56788822;;0.094626285;3.007270539;20.23
451;T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;4;4;1;55;27.3;DOMINANTE;-5397488565;-2050492366;17.50704374;3.306886702;0.057119866;3.303376354;27.30
452;T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;4;5;1;51.6;27.2;NORMAL;-5397488565;-2050492366;16.42479013;3.303216973;0.060883579;3.295633118;27.20
453;T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;4;6;1;44.9;26;NORMAL;-5397488565;-2050492366;14.29211389;3.258096538;0.069968656;3.258328027;26.00
454;T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;4;7;1;44;24.8;NORMAL;-5397488565;-2050492366;14.00563499;3.210843653;0.071399833;3.246192396;24.80
455;T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;4;8;1;41.5;25.4;NORMAL;-5397488565;-2050492366;13.20986028;3.234749174;0.075701028;3.248318941;25.40
456;T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;5;1;1;51.3;25.5;NORMAL;-5397488565;-2050492366;16.32929716;3.238678452;0.061239623;3.294477335;25.50
457;T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;5;2;1;44.5;23.5;NORMAL;-5397488565;-2050492366;14.16478994;3.157000421;0.070597588;3.244505918;23.50
458;T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;5;3;1;50.5;26.5;NORMAL;-5397488565;-2050492366;16.07464925;3.277144733;0.062209756;3.292291534;26.50
459;T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;5;4;1;49.8;27.6;NORMAL;-5397488565;-2050492366;15.85183233;3.317815773;0.06308419;3.303656885;27.60
460;T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;5;5;1;55.2;26.3;DOMINANTE;-5397488565;-2050492366;17.57070572;3.269568939;0.05691291;3.300101835;26.30
461;T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;5;6;1;52.7;25.5;NORMAL;-5397488565;-2050492366;16.774931;3.238678452;0.059612764;3.2954085;25.50
462;T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;5;7;1;48;26.6;NORMAL;-5397488565;-2050492366;15.27887454;3.280911216;0.065449847;3.28199771;26.60
464;T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;6;2;1;46.2;;NORMAL;-5397488565;-2050492366;14.70591674;;0.067999841;3.26184417;26.10
465;T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;6;3;1;52.2;;NORMAL;-5397488565;-2050492366;16.61577606;;0.060183767;3.294999217;26.98
467;T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;6;5;1;51;;NORMAL;-5397488565;-2050492366;16.2338042;;0.061599856;3.29387382;26.95
468;T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;6;6;1;45.5;;NORMAL;-5397488565;-2050492366;14.48309982;;0.069045992;3.262352313;26.11
469;T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;7;1;1;50;;NORMAL;-5397488565;-2050492366;15.91549431;;0.062831853;3.303599912;27.21
470;T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;7;2;1;48.7;;NORMAL;-5397488565;-2050492366;15.50169146;;0.064509089;3.289041876;26.82
471;T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;7;3;1;48.2;;NORMAL;-5397488565;-2050492366;15.34253651;;0.065178271;3.281554558;26.62
472;T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;7;4;1;50.4;;NORMAL;-5397488565;-2050492366;16.04281826;;0.062333188;3.299991018;27.11
473;T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;1;1;1;57.1;;NORMAL;-5397725337;-2050647479;18.1754945;;0.055019136;3.329533042;27.93
474;T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;5;5;1;50.4;28.2;NORMAL;-5397725337;-2050647479;16.04281826;3.339321978;0.062333188;3.33253121;28.20
475;T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;4;3;1;54.3;29.5;DOMINANTE;-5397488565;-2050492366;17.28422682;3.384390263;0.057856218;3.324543588;29.50
476;T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;5;6;1;57.2;27.2;NORMAL;-5397725337;-2050647479;18.20732549;3.303216973;0.054922948;3.329533042;27.20
477;T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;6;2;1;56.2;27.3;NORMAL;-5397725337;-2050647479;17.8890156;3.306886702;0.055900225;3.328565708;27.30
478;T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;4;6;1;34.5;22;NORMAL;-5397923116;-2050546989;10.98169107;3.091042453;0.091060657;3.103770256;22.00
479;T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;5;1;1;60;31.7;DOMINANTE;-5397923116;-2050546989;19.09859317;3.456316681;0.052359878;3.408518075;31.70
480;T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;5;2;1;56.4;31.6;DOMINANTE;-5397923116;-2050546989;17.95267758;3.453157121;0.055701997;3.38295815;31.60
481;T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;5;3;1;51;31.1;NORMAL;-5397923116;-2050546989;16.2338042;3.437207819;0.061599856;3.375725008;31.10
482;T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;5;4;1;52.9;30;NORMAL;-5397923116;-2050546989;16.83859298;3.401197382;0.059387385;3.373729856;30.00
483;T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;5;5;1;45.3;29;NORMAL;-5397923116;-2050546989;14.41943784;3.36729583;0.069350831;3.278114363;29.00
484;T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;5;6;1;48.4;29.5;NORMAL;-5397923116;-2050546989;15.40619849;3.384390263;0.064908939;3.344782397;29.50
485;T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;5;7;1;51.8;29.6;NORMAL;-5397923116;-2050546989;16.4884521;3.387774361;0.060648507;3.373681744;29.60
486;T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;5;8;1;52.4;29.2;NORMAL;-5397923116;-2050546989;16.67943804;3.374168709;0.059954058;3.372918884;29.20
488;T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;4;5;1;50.5;28.1;NORMAL;-5397923116;-2050546989;16.07464925;3.335769576;0.062209756;3.369278992;28.10
489;T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;6;2;1;39.5;;MORTA;-5397923116;-2050546989;12.5732405;;0.079533991;3.203086522;24.61
490;T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;6;4;1;46.2;;NORMAL;-5397923116;-2050546989;14.70591674;;0.067999841;3.270712753;26.33
491;T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;6;5;1;56.2;29.5;DOMINANTE;-5397923116;-2050546989;17.8890156;3.384390263;0.055900225;3.377150246;29.50
493;T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;6;7;1;57.4;28.9;DOMINANTE;-5397923116;-2050546989;18.27098747;3.363841595;0.054731579;3.377404511;28.90
494;T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;7;1;1;51.1;;NORMAL;-5397923116;-2050546989;16.26563518;;0.061479308;3.375725008;29.25
495;T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;7;2;1;49.9;;NORMAL;-5397923116;-2050546989;15.88366332;;0.062957769;3.371813741;29.13
496;T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;7;3;1;48.8;;NORMAL;-5397923116;-2050546989;15.53352245;;0.064376899;3.368913406;29.05
497;T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;7;4;1;51.3;;NORMAL;-5397923116;-2050546989;16.32929716;;0.061239623;3.375762434;29.25
498;T-7;P-7;IFC_12_021;400;01/06/2010;26/09/2018;1;1;1;46.9;;NORMAL;-539797676;-2050289016;14.92873366;;0.066984918;3.260070064;26.05
499;T-7;P-7;IFC_12_021;400;01/06/2010;26/09/2018;1;2;1;52.1;;NORMAL;-539797676;-2050289016;16.58394507;;0.060299283;3.297727794;27.05
500;T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;6;3;1;48.7;;TORTUOSA;-5397923116;-2050546989;15.50169146;;0.064509089;3.368913406;29.05
501;T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;4;4;1;50.1;29.5;NORMAL;-5397923116;-2050546989;15.9473253;3.384390263;0.06270644;3.371950313;29.50
502;T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;4;3;1;53.3;28.9;NORMAL;-5397923116;-2050546989;16.96591693;3.363841595;0.058941701;3.373766532;28.90
503;T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;4;2;1;38.9;19.2;TORTUOSA;-5397923116;-2050546989;12.38225457;2.954910279;0.080760737;3.13779088;19.20
504;T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;6;3;1;51;;NORMAL;-5397725337;-2050647479;16.2338042;;0.061599856;3.332423541;28.01
505;T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;6;4;1;55;;NORMAL;-5397725337;-2050647479;17.50704374;;0.057119866;3.318637892;27.62
506;T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;6;5;1;51.5;;NORMAL;-5397725337;-2050647479;16.39295914;;0.061001799;3.33321019;28.03
507;T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;7;1;1;58;;NORMAL;-5397725337;-2050647479;18.4619734;;0.054165391;3.341700697;28.27
508;T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;7;2;1;58.4;;NORMAL;-5397725337;-2050647479;18.58929735;;0.053794395;3.367065684;28.99
509;T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;7;3;1;55.5;;NORMAL;-5397725337;-2050647479;17.66619868;;0.056605273;3.315964931;27.55
510;T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;1;1;1;54;;NORMAL;-5397923116;-2050546989;17.18873385;;0.058177642;3.370776897;29.10
511;T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;1;2;1;43.9;;NORMAL;-5397923116;-2050546989;13.973804;;0.071562475;3.260111586;26.05
512;T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;1;3;1;52.9;;NORMAL;-5397923116;-2050546989;16.83859298;;0.059387385;3.373729856;29.19
513;T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;1;4;1;42.7;;NORMAL;-5397923116;-2050546989;13.59183214;;0.073573598;3.266100773;26.21
514;T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;2;1;1;50;;NORMAL;-5397923116;-2050546989;15.91549431;;0.062831853;3.371950313;29.14
515;T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;2;2;1;48.3;;NORMAL;-5397923116;-2050546989;15.3743675;;0.065043326;3.311140046;27.42
516;T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;2;3;1;50.2;;NORMAL;-5397923116;-2050546989;15.97915629;;0.062581527;3.371598263;29.13
517;T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;2;4;1;49.1;;NORMAL;-5397923116;-2050546989;15.62901541;;0.063983557;3.368630401;29.04
518;T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;2;5;1;51.7;;NORMAL;-5397923116;-2050546989;16.45662112;;0.060765815;3.373681744;29.19
519;T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;2;6;1;51.8;;NORMAL;-5397923116;-2050546989;16.4884521;;0.060648507;3.373681744;29.19
520;T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;3;1;1;46.6;;NORMAL;-5397923116;-2050546989;14.8332407;;0.067416151;3.29548707;26.99
521;T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;3;2;1;53.3;;NORMAL;-5397923116;-2050546989;16.96591693;;0.058941701;3.373766532;29.19
522;T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;3;3;1;52.9;;NORMAL;-5397923116;-2050546989;16.83859298;;0.059387385;3.373729856;29.19
523;T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;3;4;1;55.5;;NORMAL;-5397923116;-2050546989;17.66619868;;0.056605273;3.361266176;28.83
524;T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;3;5;1;50.4;;NORMAL;-5397923116;-2050546989;16.04281826;;0.062333188;3.371965932;29.14
525;T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;3;6;1;53.6;;NORMAL;-5397923116;-2050546989;17.0614099;;0.058611803;3.370438565;29.09
526;T-7;P-7;IFC_12_031;400;01/06/2010;26/09/2018;4;1;1;51.6;30.3;NORMAL;-5397923116;-2050546989;16.42479013;3.411147713;0.060883579;3.375762434;30.30
527;T-7;P-7;IFC_12_030;400;01/06/2010;26/09/2018;6;1;1;53.1;28.4;NORMAL;-5397725337;-2050647479;16.90225496;3.346389145;0.059163703;3.334217239;28.40
528;T-7;P-7;IFC_12_021;400;01/06/2010;26/09/2018;1;3;1;49.8;;NORMAL;-539797676;-2050289016;15.85183233;;0.06308419;3.313267258;27.47
529;T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;4;2;1;48.6;25.4;NORMAL;-5397488565;-2050492366;15.46986047;3.234749174;0.064641824;3.284280279;25.40
530;T-7;P-7;IFC_12_024;400;01/06/2010;26/09/2018;3;7;1;40.2;;NORMAL;-5397488565;-2050492366;12.79605742;;0.078149071;3.2157944;24.92
531;T-6;P-6;IFC_12_001;400;01/05/2010;26/09/2018;5;2;1;52.9;28;NORMAL;-5397725337;-2049390493;16.83859298;3.33220451;0.059387385;3.379685613;28.00
532;T-6;P-6;IFC_12_001;400;01/05/2010;26/09/2018;5;3;1;52.5;31;NORMAL;-5397725337;-2049390493;16.71126902;3.433987204;0.05983986;3.382807787;31.00
533;T-6;P-6;IFC_12_001;400;01/05/2010;26/09/2018;5;4;1;60;31.6;DOMINANTE;-5397725337;-2049390493;19.09859317;3.453157121;0.052359878;3.41219015;31.60
534;T-6;P-6;IFC_12_001;400;01/05/2010;26/09/2018;5;5;1;41.4;28;TORTUOSA;-5397725337;-2049390493;13.17802929;3.33220451;0.075883881;3.296467216;28.00
535;T-6;P-6;IFC_12_001;400;01/05/2010;26/09/2018;5;6;1;51.5;31.6;NORMAL;-5397725337;-2049390493;16.39295914;3.453157121;0.061001799;3.382845175;31.60
536;T-6;P-6;IFC_12_001;400;01/05/2010;26/09/2018;5;7;1;51;28;NORMAL;-5397725337;-2049390493;16.2338042;3.33220451;0.061599856;3.368501162;28.00
537;T-6;P-6;IFC_12_001;400;01/05/2010;26/09/2018;6;1;1;53.5;;NORMAL;-5397725337;-2049390493;17.02957891;;0.058721358;3.381603798;29.42
538;T-6;P-6;IFC_12_001;400;01/05/2010;26/09/2018;6;2;1;61.3;29.9;DOMINANTE;-5397725337;-2049390493;19.51239602;3.39785848;0.051249472;3.404599387;29.90
539;T-6;P-6;IFC_12_001;400;01/05/2010;26/09/2018;6;3;1;55.3;;NORMAL;-5397725337;-2049390493;17.60253671;;0.056809994;3.391087442;29.70
540;T-6;P-6;IFC_12_001;400;01/05/2010;26/09/2018;6;4;1;60.2;30.6;DOMINANTE;-5397725337;-2049390493;19.16225515;3.421000009;0.052185924;3.411859117;30.60
541;T-6;P-6;IFC_12_001;400;01/05/2010;26/09/2018;5;1;1;50.4;28.6;NORMAL;-5397725337;-2049390493;16.04281826;3.353406718;0.062333188;3.369616571;28.60
542;T-6;P-6;IFC_12_001;400;01/05/2010;26/09/2018;6;5;1;51.1;;NORMAL;-5397725337;-2049390493;16.26563518;;0.061479308;3.372200144;29.14
543;T-6;P-6;IFC_12_001;400;01/05/2010;26/09/2018;7;1;1;42.9;;NORMAL;-5397725337;-2049390493;13.65549412;;0.073230598;3.320479699;27.67
544;T-6;P-6;IFC_12_001;400;01/05/2010;26/09/2018;7;2;1;51.3;;NORMAL;-5397725337;-2049390493;16.32929716;;0.061239623;3.382670778;29.45
545;T-6;P-6;IFC_12_001;400;01/05/2010;26/09/2018;7;3;1;56.4;;NORMAL;-5397725337;-2049390493;17.95267758;;0.055701997;3.400785307;29.99
546;T-6;P-6;IFC_12_001;400;01/05/2010;26/09/2018;7;4;1;38;;NORMAL;-5397725337;-2049390493;12.09577567;;0.082673491;3.257958873;26.00
547;T-6;P-6;IFC_12_001;400;01/05/2010;26/09/2018;7;5;1;55;;NORMAL;-5397725337;-2049390493;17.50704374;;0.057119866;3.402997243;30.05
548;T-7;P-7;IFC_12_023;400;01/06/2010;26/09/2018;1;1;1;60.5;30.8;DOMINANTE;-5397222122;-2050490356;19.25774811;3.42751469;0.051927151;3.401993652;30.80
549;T-7;P-7;IFC_12_023;400;01/06/2010;26/09/2018;1;2;1;56.6;;NORMAL;-5397222122;-2050490356;18.01633956;;0.055505171;3.413296995;30.37
550;T-7;P-7;IFC_12_023;400;01/06/2010;26/09/2018;1;3;1;62.2;32.1;DOMINANTE;-5397222122;-2050490356;19.79887492;3.46885603;0.05050792;3.41291636;32.10
551;T-7;P-7;IFC_12_023;400;01/06/2010;26/09/2018;1;4;1;59.9;29.8;DOMINANTE;-5397222122;-2050490356;19.06676218;3.394508394;0.05244729;3.398453557;29.80
552;T-7;P-7;IFC_12_023;400;01/06/2010;26/09/2018;2;1;1;50.7;;NORMAL;-5397222122;-2050490356;16.13831123;;0.061964352;3.380019225;29.37
